question,intent
이번 주 바람 부니,날씨
오늘 날씨 바람 부니,날씨
오늘 바람 부니,날씨
내일 구름 꼈니,날씨
모레 구름 꼈니,날씨
오늘 비 오니,날씨
모레 비 올까,날씨
내일 눈 오니,날씨
내일 눈 올까,날씨
모레 흐릴까,날씨
내일 흐리니,날씨
내일 흐려,날씨
모레 흐려,날씨
내일 날씨 흐려,날씨
모레 날씨 흐리니,날씨
모레 맑니,날씨
오늘 맑은지 알려줘,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
이번 주 평택 날씨 알려줘,날씨
내일 날씨 알려줘,날씨
오늘 날씨 알려주라,날씨
이번 주 전주 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
내일 부산 날씨 알려줄래,날씨
다음 주 논산 날씨 알려줘,날씨
3월 15일 날씨 알려줘,날씨
9월 12일 대구 날씨 알려줄래,날씨
날씨 좀 알려줄 수 있겠니,날씨
날씨 어떠니 좋니,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
내일 날씨 알려줘,날씨
오늘 날씨 알려주라,날씨
이번 주 전주 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
내일 부산 날씨 알려줄래,날씨
다음 주 논산 날씨 알려줘,날씨
3월 15일 날씨 알려줘,날씨
9월 12일 대구 날씨 알려줄래,날씨
날씨 좀 알려줄 수 있겠니,날씨
날씨 어떠니 좋니,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
내일 날씨 알려줘,날씨
오늘 날씨 알려주라,날씨
이번 주 광명 날씨 맑니,날씨
이번 주 울산 날씨 비 오니,날씨
내일 비 오니,날씨
오늘 비 와,날씨
오늘 눈 와,날씨
이번 달 비 오니,날씨
이번 달 눈 오니,날씨
내일 비 오는지 알려줘,날씨
오늘 날씨 맑니,날씨
이번 주 광명 맑니,날씨
이번 주 울산 날씨 맑니,날씨
이번 주 서산 날씨 비 오니,날씨
내일 눈 오니,날씨
오늘 눈 오니,날씨
오늘 눈 오는지 알려줘,날씨
내일 눈 오니,날씨
내일 모레 눈 오는지 알려주라,날씨
오늘 바람 부니,날씨
이번 주 바람 부니,날씨
내일 전주 바람 많이 부니,날씨
내일 서울 날씨 바람 많이 부는지 알려줘,날씨
내일 눈 오니,날씨
오늘 비 오니,날씨
눈 오니,날씨
날씨 비 와,날씨
오늘 눈 와,날씨
4월 12일 날씨 맑니,날씨
이번주 토요일 맑니,날씨
내일 맑니,날씨
이번 주 맑아,날씨
다음 주 구름 꼈니,날씨
이번 주 바람 부니,날씨
오늘 날씨 바람 부니,날씨
오늘 바람 부니,날씨
내일 구름 꼈니,날씨
모레 구름 꼈니,날씨
오늘 비 오니,날씨
모레 비 올까,날씨
내일 눈 오니,날씨
내일 눈 올까,날씨
모레 흐릴까,날씨
내일 흐리니,날씨
내일 흐려,날씨
모레 흐려,날씨
내일 날씨 흐려,날씨
모레 날씨 흐리니,날씨
모레 맑니,날씨
오늘 맑은지 알려줘,날씨
오늘 눈 와,날씨
이번 주 광명 날씨 맑니,날씨
이번 주 울산 날씨 비 오니,날씨
내일 비 오니,날씨
오늘 비 와,날씨
오늘 눈 와,날씨
이번 달 비 오니,날씨
이번 달 눈 오니,날씨
내일 비 오는지 알려줘,날씨
오늘 날씨 맑니,날씨
이번 주 광명 맑니,날씨
이번 주 울산 날씨 맑니,날씨
이번 주 서산 날씨 비 오니,날씨
내일 눈 오니,날씨
오늘 눈 오니,날씨
오늘 눈 오는지 알려줘,날씨
내일 눈 오니,날씨
내일 모레 눈 오는지 알려주라,날씨
오늘 바람 부니,날씨
이번 주 바람 부니,날씨
내일 전주 바람 많이 부니,날씨
내일 서울 날씨 바람 많이 부는지 알려줘,날씨
내일 눈 오니,날씨
오늘 눈 와,날씨
이번 주 광명 날씨 맑니,날씨
이번 주 울산 날씨 비 오니,날씨
내일 비 오니,날씨
오늘 비 와,날씨
오늘 눈 와,날씨
이번 달 비 오니,날씨
이번 달 눈 오니,날씨
내일 비 오는지 알려줘,날씨
오늘 날씨 맑니,날씨
이번 주 광명 맑니,날씨
이번 주 울산 날씨 맑니,날씨
이번 주 서산 날씨 비 오니,날씨
내일 눈 오니,날씨
오늘 눈 오니,날씨
오늘 눈 오는지 알려줘,날씨
내일 눈 오니,날씨
내일 모레 눈 오는지 알려주라,날씨
오늘 바람 부니,날씨
이번 주 바람 부니,날씨
내일 전주 바람 많이 부니,날씨
내일 서울 날씨 바람 많이 부는지 알려줘,날씨
내일 눈 오니,날씨
오늘 눈 와,날씨
이번 주 광명 날씨 맑니,날씨
이번 주 울산 날씨 비 오니,날씨
내일 비 오니,날씨
오늘 비 와,날씨
오늘 눈 와,날씨
이번 달 비 오니,날씨
이번 달 눈 오니,날씨
내일 비 오는지 알려줘,날씨
오늘 날씨 맑니,날씨
이번 주 광명 맑니,날씨
이번 주 울산 날씨 맑니,날씨
이번 주 서산 날씨 비 오니,날씨
내일 눈 오니,날씨
오늘 눈 오니,날씨
오늘 눈 오는지 알려줘,날씨
내일 눈 오니,날씨
내일 모레 눈 오는지 알려주라,날씨
오늘 바람 부니,날씨
이번 주 바람 부니,날씨
내일 전주 바람 많이 부니,날씨
내일 서울 날씨 바람 많이 부는지 알려줘,날씨
내일 눈 오니,날씨
오늘 눈 와,날씨
이번 주 광명 날씨 맑니,날씨
이번 주 울산 날씨 비 오니,날씨
내일 비 오니,날씨
오늘 비 오니,날씨
눈 오니,날씨
날씨 비 와,날씨
오늘 눈 와,날씨
4월 12일 날씨 맑니,날씨
이번주 토요일 맑니,날씨
내일 맑니,날씨
이번 주 맑아,날씨
다음 주 구름 꼈니,날씨
이번 주 바람 부니,날씨
오늘 날씨 바람 부니,날씨
오늘 바람 부니,날씨
내일 구름 꼈니,날씨
모레 구름 꼈니,날씨
오늘 비 오니,날씨
모레 비 올까,날씨
내일 눈 오니,날씨
내일 눈 올까,날씨
모레 흐릴까,날씨
내일 흐리니,날씨
내일 흐려,날씨
모레 흐려,날씨
내일 날씨 흐려,날씨
모레 날씨 흐리니,날씨
모레 맑니,날씨
오늘 맑은지 알려줘,날씨
오늘 비 와,날씨
오늘 눈 와,날씨
이번 달 비 오니,날씨
이번 달 눈 오니,날씨
내일 비 오는지 알려줘,날씨
오늘 날씨 맑니,날씨
이번 주 광명 맑니,날씨
이번 주 울산 날씨 맑니,날씨
이번 주 서산 날씨 비 오니,날씨
내일 눈 오니,날씨
오늘 눈 오니,날씨
오늘 눈 오는지 알려줘,날씨
내일 눈 오니,날씨
내일 모레 눈 오는지 알려주라,날씨
오늘 바람 부니,날씨
이번 주 바람 부니,날씨
내일 전주 바람 많이 부니,날씨
내일 서울 날씨 바람 많이 부는지 알려줘,날씨
내일 눈 오니,날씨
오늘 눈 와,날씨
이번 주 전주 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
내일 부산 날씨 알려줄래,날씨
다음 주 논산 날씨 알려줘,날씨
3월 15일 날씨 알려줘,날씨
9월 12일 대구 날씨 알려줄래,날씨
날씨 좀 알려줄 수 있겠니,날씨
날씨 어떠니 좋니,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
내일 날씨 알려줘,날씨
오늘 날씨 알려주라,날씨
이번 주 전주 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
내일 부산 날씨 알려줄래,날씨
다음 주 논산 날씨 알려줘,날씨
3월 15일 날씨 알려줘,날씨
9월 12일 대구 날씨 알려줄래,날씨
날씨 좀 알려줄 수 있겠니,날씨
날씨 어떠니 좋니,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
오늘 비 오니,날씨
눈 오니,날씨
날씨 비 와,날씨
오늘 눈 와,날씨
4월 12일 날씨 맑니,날씨
이번주 토요일 맑니,날씨
내일 맑니,날씨
이번 주 맑아,날씨
다음 주 구름 꼈니,날씨
이번 주 바람 부니,날씨
오늘 날씨 바람 부니,날씨
오늘 바람 부니,날씨
내일 구름 꼈니,날씨
모레 구름 꼈니,날씨
오늘 비 오니,날씨
모레 비 올까,날씨
내일 눈 오니,날씨
내일 눈 올까,날씨
모레 흐릴까,날씨
내일 흐리니,날씨
내일 흐려,날씨
모레 흐려,날씨
내일 날씨 흐려,날씨
모레 날씨 흐리니,날씨
모레 맑니,날씨
오늘 맑은지 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
이번 주 광주 날씨 알려줘,날씨
모레 날씨 알려주라,날씨
날씨 좋아,날씨
날씨 좋니,날씨
날씨 어떠니,날씨
부천 날씨 알려줘,날씨
인천 날씨 어때,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
다음 달 날씨 어떨까,날씨
다음 주 날씨 어때보여,날씨
이번 주 날씨 어때,날씨
내일 날씨 알려줘,날씨
오늘 날씨 알려주라,날씨
이번 주 전주 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
내일 부산 날씨 알려줄래,날씨
다음 주 논산 날씨 알려줘,날씨
3월 15일 날씨 알려줘,날씨
9월 12일 대구 날씨 알려줄래,날씨
날씨 좀 알려줄 수 있겠니,날씨
날씨 어떠니 좋니,날씨
오늘 날씨 좋니,날씨
날씨 좋아,날씨
날씨 어떤지 말해줄수 있을까,날씨
오늘 날씨 어때,날씨
4월 12일 날씨 어때,날씨
이번주 토요일 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
오늘 날씨 알려줘,날씨
오늘 날씨좀 알려줄래,날씨
내일 날씨 알려줘,날씨
이번 주 날씨 알려줘,날씨
이번 주 날씨는,날씨
이번 주 광명 날씨 알려줘,날씨
이번 주 울산 날씨 알려줘,날씨
이번 주 평택 날씨 알려줘,날씨
이번 주 광주 날씨 알려줘,날씨
내일 부산 날씨 알려줘,날씨
내일 대구 날씨 알려줘,날씨
내일 대구 날씨 알려줘,날씨
내일 대전 날씨 알려줘,날씨
내일 안산 날씨 알려줘,날씨
내일 군산 날씨 알려줘,날씨
내일 오산 날씨 알려줘,날씨
내일 날씨 뭐야,날씨
내일 전주 날씨 뭐야,날씨
내일 부산 날씨 알려줘,날씨
오늘 금천구 날씨는,날씨
부산 날씨,날씨
원주 날씨 말해줄래,날씨
내일 날씨 알려주라,날씨
오늘 날씨 알려주라,날씨
오늘 날씨 어때,날씨
내일 날씨 어때,날씨
이번 주 날씨 어때,날씨
다음 주 날씨 어때,날씨
날씨가 어떻게 돼,날씨
오늘 날씨좀 알려줄수 있니,날씨
내일 날씨 알려줄수 있어,날씨
이번 주 날씨 알려줄래,날씨
다음 주 날씨 알려줘,날씨
이번주 날씨 줘,날씨
다음주 날씨 알려줄래,날씨
모레 부산 날씨 알려줘,날씨
오늘 대구 날씨 알려줘,날씨
모레 대구 날씨 알려줘,날씨
오늘 대전 날씨 알려줘,날씨
모레 안산 날씨 알려줘,날씨
오늘 군산 날씨 알려줘,날씨
오늘 비 오니,날씨
눈 오니,날씨
날씨 비 와,날씨
오늘 눈 와,날씨
4월 12일 날씨 맑니,날씨
이번주 토요일 맑니,날씨
내일 맑니,날씨
이번 주 맑아,날씨
다음 주 구름 꼈니,날씨
이번 주 바람 부니,날씨
오늘 날씨 바람 부니,날씨
오늘 바람 부니,날씨
내일 구름 꼈니,날씨
모레 구름 꼈니,날씨
오늘 비 오니,날씨
모레 비 올까,날씨
내일 눈 오니,날씨
내일 눈 올까,날씨
모레 흐릴까,날씨
내일 흐리니,날씨
내일 흐려,날씨
모레 흐려,날씨
내일 날씨 흐려,날씨
모레 날씨 흐리니,날씨
모레 맑니,날씨
오늘 맑은지 알려줘,날씨
모레 오산 날씨 알려줘,날씨
오늘 날씨 뭐야,날씨
모레 전주 날씨 뭐야,날씨
오늘 부산 날씨 알려줘,날씨
오늘 양평구 날씨는,날씨
고령 날씨,날씨
나주 날씨 말해줄래,날씨
내일 태백 날씨 알려주라,날씨
창포길 오늘 날씨 알려주라,날씨
덕진로 오늘 날씨 어때,날씨
양양읍 내일 날씨 어때,날씨
이번 주 옥구읍 날씨 어때,날씨
다음 주 장성로 날씨 어때,날씨
가평 날씨가 어떻게 돼,날씨
오늘 영월 날씨 좀 알려줄수 있니,날씨
내일 날씨 제주 알려줄수 있어,날씨
